,Variablenname,Variable name,Variable,variable,Beschreibung,description
292,KR_AR_ALLG,KR_VERF_ALLTECH_1000MBIT_1,Allgemeinärzte,Private broadband availability 1000 Mbit / s - 10% of households,Allgemeinärzte je 10.000 Einwohner,Number of addresses at which 10% of households have private broadband availability of> = 1000 Mbit / s (based on all technologies)
293,KR_AR_EW,KR_VERF_ALLTECH_1000MBIT_2,Ärzte je Einwohner,Private broadband availability 1000 Mbit / s - 11 - 50% of households,Anzahl Ärzte je 10.000 Einwohner,"Number of addresses where 11% -50% of
households have private broadband availability of> = 1000 Mbit / s (based on all
technologies)"
294,KR_EW_AR,KR_VERF_ALLTECH_1000MBIT_3,Einwohner je Arzt,Private broadband availability 1000 Mbit / s - 51-75% of households,Anzahl Einwohner je Arzt,"Number of addresses where 51% -75 of
households have private broadband availability of> = 1000 Mbit / s (based on all
technologies)"
295,KR_AR_HAUS,KR_VERF_ALLTECH_1000MBIT_4,Hausärzte,Private broadband availability 1000 Mbit / s - 76-95% of households,Anzahl Hausärzte je 10.000 Einwohner,"Number of addresses where 76% - 95% of
households have private broadband availability of> = 1000 Mbit / s (based on all
technologies)"
296,KR_AR_INT,KR_VERF_ALLTECH_1000MBIT_5,Internisten,Private broadband availability 1000 Mbit / s - 96- 100% of households,Anzahl Internisten je 10.000 Einwohner,"Number of addresses where 96% -100% of
households have private broadband availability of> = 1000 Mbit / s (based on all
technologies)"
297,KR_AR_KIND,KR_VERF_ALLTECH_1000MBIT_99,Kinderärzte,Private broadband availability 1000 Mbit / s - no information,Anzahl Kinderärzte je 10.000 Kinder bis zu 15 Jahren,Number of addresses for which no information on household coverage is available (based on all technologies)
298,KR_APO,KR_OPNV_D,Apotheken,Local supply Public transport stops - average distance,Anzahl Apotheken je 100.000 Einwohner,Resident-weighted linear distance to the next public transport stop with at least 10 departures a day
299,KR_KH,KR_OPNV_B,Krankenhäuser,Local supply public transport stops - population 1km radius,Anzahl Krankenhäuser,Proportion of residents with a maximum straight line distance of 1000 m to the next public transport stop with at least 10 departures a day
300,KR_KH_BETT,KR_SM_B,Krankenhausbetten,Local supply supermarkets - population 1km radius,Anzahl aufgestellte Betten in Krankenhäusern im Jahresdurchschnitt,Proportion of residents with a maximum straight line distance of 1000 m to the nearest supermarket or discounter
301,KR_KH_BETT_EW,KR_SM_D,Krankenhausbetten je 1.000 Einwohner,Local supply supermarkets - average distance,Anzahl aufgestellte Betten in Krankenhäusern  je 1.000 Einwohner,Resident-weighted straight line distance to the nearest supermarket or discount store
302,KR_KH_BETT_FAB1,KR_OPNV_IDX,Krankenhausbetten nach Fachabteilung - Augenheilkunde,Public transport availability,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Augenheilkunde,Public transport availability index - average over all addresses
303,KR_KH_BETT_FAB2,KR_DIST_BUSH,Krankenhausbetten nach Fachabteilung - Chirurgische Fachabteilungen,Distance to the bus stop,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Chirurgische Fachabteilungen,Average distance to the next bus stop
304,KR_KH_BETT_FAB3,,Krankenhausbetten nach Fachabteilung - Frauenheilkunde und Geburtshilfe,,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Frauenheilkunde und Geburtshilfe,(in meters)
305,KR_KH_BETT_FAB4,KR_DIST_BHF,"Krankenhausbetten nach Fachabteilung - Hals-, Nasen- und Ohrenheilkunde",Distance train station,"Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Hals-, Nasen- und Ohrenheilkunde",Average distance to the nearest train station (in meters)
306,KR_KH_BETT_FAB5,KR_DIST_OPNV,Krankenhausbetten nach Fachabteilung - Haut- und Geschlechtskrankheiten,Distance to public transport stop,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Haut- und Geschlechtskrankheiten,Average distance to the next public transport stop (in meters)
307,KR_KH_BETT_FAB6,KR_DIST_USTRAB,Krankenhausbetten nach Fachabteilung - Innere Medizin,Distance underground,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Innere Medizin,Average distance to the nearest subway (in meters)
308,KR_KH_BETT_FAB7,KR_AR_ALLG,Krankenhausbetten nach Fachabteilung - Geriatrie,General practitioners,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Geriatrie,"General practitioners per 10,000 inhabitants"
309,KR_KH_BETT_FAB8,KR_AR_EW,Krankenhausbetten nach Fachabteilung - Kinderheilkunde,Doctors per inhabitant,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Kinderheilkunde,"Number of doctors per 10,000 inhabitants"
310,KR_KH_BETT_FAB9,KR_EW_AR,Krankenhausbetten nach Fachabteilung - Neurologie,Inhabitants per doctor,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Neurologie,Number of residents per doctor
311,KR_KH_BETT_FAB10,KR_AR_HAUS,Krankenhausbetten nach Fachabteilung - Orthopädie,Family doctors,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Orthopädie,"Number of general practitioners per 10,000 inhabitants"
312,KR_KH_BETT_FAB11,KR_AR_INT,Krankenhausbetten nach Fachabteilung - Urologie,Internists,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Urologie,"Number of internists per 10,000 inhabitants"
313,KR_KH_BETT_FAB12,KR_AR_KIND,Krankenhausbetten nach Fachabteilung - Übrige Fachbereiche,Pediatricians,Anzahl aufgestellte Betten in Krankenhäusern in allgemeinen Fachabteilungen - Übrige Fachbereiche,"Number of paediatricians per 10,000 children up
to 15 years"
314,KR_KH_BETT_FAB13,KR_APO,Krankenhausbetten nach Fachabteilung - Kinder- und Jugendpsychiatrie und -psychotherapie,Pharmacies,Anzahl aufgestellte Betten in Krankenhäusern in psychiatrischen Fachabteilungen - Kinder- und Jugendpsychiatrie und -psychotherapie,"Number of pharmacies per 100,000 inhabitants"
315,KR_KH_BETT_FAB14,KR_KH,Krankenhausbetten nach Fachabteilung - Psychiatrie und Psychotherapie,Hospitals,Anzahl aufgestellte Betten in Krankenhäusern in psychiatrischen Fachabteilungen - Psychiatrie und Psychotherapie,Number of hospitals
316,KR_KH_BETT_FAB15,KR_KH_BETT,Krankenhausbetten nach Fachabteilung - Psychotherapeutische Medizin,Hospital beds,Anzahl aufgestellte Betten in Krankenhäusern in psychiatrischen Fachabteilungen - Psychotherapeutische Medizin,Average number of beds installed in hospitals for the year
317,KR_KHP,KR_KH_BETT_EW,Krankenhauspatienten,"Hospital beds per 1,000 inhabitants",Anzahl vollstationär behandelte Patienten in Krankenhäusern (Wohnort),"Number of beds set up in hospitals per 1,000 inhabitants"
318,KR_KHP_DG1,KR_KH_BETT_FAB1,Krankenhauspatienten nach Hauptdiagnose - A00-B99,Hospital beds by specialist department - ophthalmology,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - A00-B99 Bestimmte infektiöse und parasitäre Krankheiten,Number of beds set up in hospitals in general specialist departments - ophthalmology
319,KR_KHP_DG2,KR_KH_BETT_FAB2,Krankenhauspatienten nach Hauptdiagnose - C00-D48,Hospital beds by department - surgical departments,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - C00-D48 Neubildungen,Number of beds set up in hospitals in general specialist departments - surgical departments
320,KR_KHP_DG3,KR_KH_BETT_FAB3,Krankenhauspatienten nach Hauptdiagnose - D50-D90,Hospital beds by department - gynecology and obstetrics,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - D50-D90 Krankheiten des Blutes und der blutbildenden Organe,Number of beds set up in hospitals in general specialist departments - gynecology and obstetrics
321,KR_KHP_DG4,KR_KH_BETT_FAB4,Krankenhauspatienten nach Hauptdiagnose - E00-E90,"Hospital beds by department - ear, nose and throat medicine","Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - E00-E90 Endokrine, Ernährungs und Stoffwechselkrankheiten","Number of beds set up in hospitals in general specialist departments - ear, nose and throat medicine"
322,KR_KHP_DG5,KR_KH_BETT_FAB5,Krankenhauspatienten nach Hauptdiagnose - F00-F99,Hospital beds by department - skin and venereal diseases,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - F00-F99 Psychische Verhaltensstörungen,Number of beds set up in hospitals in general specialist departments - skin and venereal diseases
323,KR_KHP_DG6,KR_KH_BETT_FAB6,Krankenhauspatienten nach Hauptdiagnose - G00-G99,Hospital beds by specialist department - internal medicine,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - G00-G99 Krankheiten des Nervensystems,Number of beds set up in hospitals in general specialist departments - internal medicine
324,KR_KHP_DG7,KR_KH_BETT_FAB7,Krankenhauspatienten nach Hauptdiagnose - H00-H59,Hospital beds by department - geriatrics,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - H00-H59 Krankheiten des Auges und der Augenanhangsgebilde,Number of beds set up in hospitals in general specialist
325,KR_KHP_DG8,,Krankenhauspatienten nach Hauptdiagnose - H60-H95,,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - H60-H95 Krankheiten des Ohres und des Warzenfortsatzes,"departments -
geriatrics"
326,KR_KHP_DG9,KR_KH_BETT_FAB8,Krankenhauspatienten nach Hauptdiagnose - I00-I99,Hospital beds by specialist department - paediatrics,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - I00-I99 Krankheiten des Kreislaufsystems,Number of beds set up in hospitals in general specialist departments - paediatrics
327,KR_KHP_DG10,KR_KH_BETT_FAB9,Krankenhauspatienten nach Hauptdiagnose - J00-J99,Hospital beds by department - neurology,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,Number of beds set up in hospitals in general specialist departments - neurology
328,KR_KHP_DG11,KR_KH_BETT_FAB10,Krankenhauspatienten nach Hauptdiagnose - K00-K93,Hospital beds by specialist department - orthopedics,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - K00-K93 Krankheiten des Verdauungssystems,Number of beds set up in hospitals in general specialist departments - orthopedics
329,KR_KHP_DG12,KR_KH_BETT_FAB11,Krankenhauspatienten nach Hauptdiagnose - L00-L99,Hospital beds by department - urology,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - L00-L99 Krankheiten der Haut und der Unterhaut,Number of beds set up in hospitals in general specialist departments - urology
330,KR_KHP_DG13,KR_KH_BETT_FAB12,Krankenhauspatienten nach Hauptdiagnose - M00-M99,Hospital beds by specialist department - other specialist areas,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - M00-M99 Krankheiten des Muskelskelettsystems und des Bindegewebes,Number of beds set up in hospitals in general specialist departments - other specialist areas
331,KR_KHP_DG14,KR_KH_BETT_FAB13,Krankenhauspatienten nach Hauptdiagnose - N00-N99,Hospital beds by department - child and adolescent psychiatry and psychotherapy,Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - N00-N99 Krankheiten des Urogenitalsystems,Number of beds set up in hospitals in psychiatric departments - child and adolescent psychiatry and psychotherapy
332,KR_KHP_DG15,KR_KH_BETT_FAB14,Krankenhauspatienten nach Hauptdiagnose - O00-O99,Hospital beds by department - psychiatry and psychotherapy,"Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - O00-O99 Schwangerschaft, Geburt und Wochenbett",Number of beds set up in hospitals in psychiatric departments - psychiatry and psychotherapy
333,KR_KHP_DG16,KR_KH_BETT_FAB15,Krankenhauspatienten nach Hauptdiagnose - P00-P96,Hospital beds by specialist department - psychotherapeutic medicine,"Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - P00-P96 Bestimmte Zustände, die ihren Ursprung in der Perinatalperiode haben",Number of beds set up in hospitals in psychiatric departments - psychotherapeutic medicine
334,KR_KHP_DG17,KR_KHP,Krankenhauspatienten nach Hauptdiagnose - Q00-Q99,Hospital patients,"Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - Q00-Q99 Angeborene Fehlbildungen, Deformitäten und Chromosomenanomalien",Number of fully inpatients treated in hospitals (place of residence)
335,KR_KHP_DG18,KR_KHP_DG1,Krankenhauspatienten nach Hauptdiagnose - R00-R99,"Hospital patients by main diagnosis
- A00-B99","Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - R00-R99 Symptome und abnorme klinische und Laborbefunde, die andernorts nicht klassifiziert sind","Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - A00-
B99 Certain infectious and
parasitic diseases"
336,KR_KHP_DG19,KR_KHP_DG2,Krankenhauspatienten nach Hauptdiagnose - S00-T98,"Hospital patients by main diagnosis
- C00-D48","Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - S00-T98 Verletzungen,Vergiftungen und bestimmte andere Folgen äußerer Ursachen","Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - C00-
D48 neoplasms"
337,KR_KHP_DG20,KR_KHP_DG3,Krankenhauspatienten nach Hauptdiagnose - U00-U99,"Hospital patients by main diagnosis
- D50-D90",Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - U00-U99 Schlüsselnummern für besondere Zwecke,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - D50-
D90 diseases of the blood and blood-
forming organs"
338,KR_KHP_DG21,KR_KHP_DG4,Krankenhauspatienten nach Hauptdiagnose - Z00-Z99,"Hospital patients by main diagnosis
- E00-E90","Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Hauptdiagnoseklasse (ICD 10) - Z00-Z99 Faktoren, die die Gesundheit beeinflussen und zur Inanspruchnahme des Gesundheitswesens führen","Number of fully inpatients treated in hospitals with main diagnostic class (ICD 10) - E00-
E90 Endocrine, nutritional and
metabolic diseases"
339,KR_KHP_DG22,KR_KHP_DG5,Krankenhauspatienten nach Hauptdiagnose - Diagnose unbekannt,"Hospital patients by main diagnosis
- F00-F99",Anzahl vollstationär behandelte Patienten in Krankenhäusern mit Diagnose unbekannt,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - F00-
F99 Mental
behavioral disorders"
340,KR_KHP_DG10_00U01,,Krankenhauspatienten mit Atemwegserkrankungen - unter 1 Jahre,,Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter unter 1 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,
341,KR_KHP_DG10_01U05,KR_KHP_DG6,Krankenhauspatienten mit Atemwegserkrankungen - 1 bis unter 5 Jahre,"Hospital patients by main diagnosis
- G00-G99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 1 bis unter 5 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - G00-
G99 diseases of the
nervous system"
342,KR_KHP_DG10_05U10,KR_KHP_DG7,Krankenhauspatienten mit Atemwegserkrankungen - 5 bis unter 10 Jahre,"Hospital patients by main diagnosis
- H00-H59",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 5 bis unter 10 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - H00-
H59 diseases of the eye and the
appendages"
343,KR_KHP_DG10_10U15,KR_KHP_DG8,Krankenhauspatienten mit Atemwegserkrankungen - 10 bis unter 15 Jahre,"Hospital patients by main diagnosis
- H60-H95",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 10 bis unter 15 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnostic class (ICD 10) - H60-
H95 diseases of the ear and mastoid
process"
344,KR_KHP_DG10_15U20,KR_KHP_DG9,Krankenhauspatienten mit Atemwegserkrankungen - 15 bis unter 20 Jahre,"Hospital patients by main diagnosis
- I00-I99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 15 bis unter 20 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - I00-I99
diseases of the
circulatory system"
345,KR_KHP_DG10_20U25,KR_KHP_DG10,Krankenhauspatienten mit Atemwegserkrankungen - 20 bis unter 25 Jahre,"Hospital patients by main diagnosis
- J00-J99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 20 bis unter 25 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - J00-J99
Diseases of the
respiratory system"
346,KR_KHP_DG10_25U30,KR_KHP_DG11,Krankenhauspatienten mit Atemwegserkrankungen - 25 bis unter 30 Jahre,"Hospital patients by main diagnosis
- K00-K93",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 25 bis unter 30 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnostic class (ICD 10) - K00-
K93 diseases of the
digestive system"
347,KR_KHP_DG10_30U35,KR_KHP_DG12,Krankenhauspatienten mit Atemwegserkrankungen - 30 bis unter 35 Jahre,"Hospital patients by main diagnosis
- L00-L99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 30 bis unter 35 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - L00-
L99 diseases of the skin and subcutaneous
tissue"
348,KR_KHP_DG10_35U40,KR_KHP_DG13,Krankenhauspatienten mit Atemwegserkrankungen - 35 bis unter 40 Jahre,"Hospital patients by main diagnosis
- M00-M99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 35 bis unter 40 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - M00-
M99 diseases of the musculoskeletal system and
connective tissue"
349,KR_KHP_DG10_40U45,KR_KHP_DG14,Krankenhauspatienten mit Atemwegserkrankungen - 40 bis unter 45 Jahre,"Hospital patients by main diagnosis
- N00-N99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 40 bis unter 45 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - N00-
N99 diseases of the genitourinary
system"
350,KR_KHP_DG10_45U50,KR_KHP_DG15,Krankenhauspatienten mit Atemwegserkrankungen - 45 bis unter 50 Jahre,"Hospital patients by main diagnosis
- O00-O99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 45 bis unter 50 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - O00-
O99 pregnancy, childbirth and the
puerperium"
351,KR_KHP_DG10_50U55,KR_KHP_DG16,Krankenhauspatienten mit Atemwegserkrankungen - 50 bis unter 55 Jahre,"Hospital patients by main diagnosis
- P00-P96",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 50 bis unter 55 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnostic class (ICD 10) - P00-
P96 Certain conditions that have their origin in
the perinatal period"
352,KR_KHP_DG10_55U60,KR_KHP_DG17,Krankenhauspatienten mit Atemwegserkrankungen - 55 bis unter 60 Jahre,Hospital patients,Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 55 bis unter 60 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,Number of fully
353,KR_KHP_DG10_60U65,,Krankenhauspatienten mit Atemwegserkrankungen - 60 bis unter 65 Jahre,"by main diagnosis
- Q00-Q99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 60 bis unter 65 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"inpatients treated in hospitals with main diagnosis class (ICD 10) - Q00-
Q99 Congenital malformations, deformities and chromosomal
abnormalities"
354,KR_KHP_DG10_65U70,KR_KHP_DG18,Krankenhauspatienten mit Atemwegserkrankungen - 65 bis unter 70 Jahre,"Hospital patients by main diagnosis
- R00-R99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 65 bis unter 70 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnostic class (ICD 10) - R00-
R99 symptoms and abnormal clinical and laboratory ﬁndings not classiﬁed
elsewhere"
355,KR_KHP_DG10_70U75,KR_KHP_DG19,Krankenhauspatienten mit Atemwegserkrankungen - 70 bis unter 75 Jahre,"Hospital patients by main diagnosis
- S00-T98",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 70 bis unter 75 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnostic class (ICD 10) - S00-
T98 Injuries, poisoning and certain other consequences of
external causes"
356,KR_KHP_DG10_75U80,KR_KHP_DG20,Krankenhauspatienten mit Atemwegserkrankungen - 75 bis unter 80 Jahre,"Hospital patients by main diagnosis
- U00-U99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 75 bis unter 80 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnostic class (ICD 10) - U00-
U99 key numbers for special
purposes"
357,KR_KHP_DG10_80U85,KR_KHP_DG21,Krankenhauspatienten mit Atemwegserkrankungen - 80 bis unter 85 Jahre,"Hospital patients by main diagnosis
- Z00-Z99",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 80 bis unter 85 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,"Number of fully inpatients treated in hospitals with main diagnosis class (ICD 10) - Z00-
Z99 Factors that inﬂuence health and lead to use of the health care
system"
358,KR_KHP_DG10_85U90,KR_KHP_DG22,Krankenhauspatienten mit Atemwegserkrankungen - 85 bis unter 90 Jahre,"Hospital patients by main diagnosis
- diagnosis
unknown",Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 85 bis unter 90 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,Number of fully inpatients treated in hospitals with a diagnosis unknown
359,KR_KHP_DG10_90U95,KR_KHP_DG10_00U01,Krankenhauspatienten mit Atemwegserkrankungen - 90 bis unter 95 Jahre,Hospital patients with respiratory diseases - under 1 year,Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 90 bis unter 95 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems,Number of fully statinary treated patients in hospitals with age less than 1 year and main diagnosis class (ICD 10) - J00-J99 Diseases of the respiratory system
360,KR_KHP_DG10_95,KR_KHP_DG10_01U05,Krankenhauspatienten mit Atemwegserkrankungen - 95 Jahre und älter,Hospital patients with respiratory diseases - 1 to less than 5 years,Anzahl vollstatinär behandelte Patienten in Krankenhäusern mit Alter 95 Jahre und Hauptdiagnoseklasse (ICD 10) - J00-J99 Krankheiten des  Atmungssystems und älter,Number of fully statinary treated patients in hospitals aged 1 to less than 5 years and main diagnosis class (ICD 10) - J00-J99 Diseases of the respiratory system
361,KR_PD,KR_KHP_DG10_05U10,Pflegedienste,Hospital patients with respiratory diseases - 5 to under 10 years,Anzahl Pflegedienste,Number of fully statinary treated patients in hospitals aged 5 to less than 10 years and main diagnosis class (ICD 10) - J00-J99 Diseases of the respiratory system
362,KR_PH,KR_KHP_DG10_10U15,Pflegeheime,Hospital patients with respiratory diseases - 10 to under 15 years,Anzahl Pflegeheime,Number of fully statinary treated patients in hospitals aged 10 to less than 15 years and main diagnosis class (ICD 10) - J00-J99
363,KR_PD_PERS,,Personal in Pflegediensten,,Personal in ambulanten Pflegediensten je 10.000 Einwohner,"Diseases of the
respiratory system"
364,KR_PH_PERS,KR_KHP_DG10_15U20,Personal in Pflegeheimen,Hospital patients with respiratory diseases - 15 to under 20 years,Personal in Pflegeheimen je 10.000 Einwohner,Number of fully statinary treated patients in hospitals aged 15 to under 20 years and main diagnosis class (ICD 10) - J00-J99 Diseases of the respiratory system
365,KR_PB,KR_KHP_DG10_20U25,Pflegebedürftige,Hospital patients with respiratory diseases - 20 to under 25 years,Pflegebedürftige je 10.000 Einwohner,"Number of fully statinary treated patients in hospitals aged 20 to less than 25 years and main diagnosis class (ICD 10) - J00-J99
Diseases of the
respiratory system"
366,KR_PH_PL,KR_KHP_DG10_25U30,Pflegeheimplätze,Hospital patients with respiratory diseases - 25 to under 30 years,Verfügbare Plätze in Pflegeheimen je 10.000 Einwohner,Number of fully statinary treated patients in hospitals aged 25 to under 30 years and main diagnosis class (ICD 10) - J00-J99 Diseases of the respiratory system
367,KR_PS,KR_KHP_DG10_30U35,Stationäre Pflege,Hospital patients with respiratory diseases - 30 to under 35 years,Anteil der Pflegebedürftigen in stationärer Dauerpflege an den Pflegebedürftigen insgesamt (in %),"Number of fully statinary treated patients in hospitals aged 30 to less than 35 years and main diagnosis class (ICD 10) - J00-J99
diseases of the
respiratory system"
368,KR_PA,KR_KHP_DG10_35U40,Ambulante Pflege,Hospital patients with respiratory diseases - 35 to under 40 years,Anteil der Pflegebedürftigen in ambulanter Pflege an den Pflegebedürftigen insgesamt (in %),Number of fully statinary treated patients in hospitals aged 35 to under 40 years and main diagnosis class (ICD 10) - J00-J99 Diseases of the respiratory system
369,KR_PG_EMP,KR_KHP_DG10_40U45,Empfänger von Pflegegeld,Hospital patients with respiratory diseases - 40 to under 45 years,Anteil der Empfänger von Pflegegeld an den Pflegebedürftigen insgesamt (in %),Number of fully statinary treated patients in hospitals aged 40 to under 45 years and main diagnosis class (ICD 10) - J00-J99 Diseases of the respiratory system
370,KR_EP,KR_KHP_DG10_45U50,Anzahl Einpendler,Hospital patients with respiratory diseases - 45 to under 50 years,Anzahl Berufseinpendler über Kreisgrenzen (Arbeitsort),"Number of fully statinary treated patients in hospitals aged 45 to less than 50 years and main diagnosis class (ICD 10) - J00-J99
Diseases of the
respiratory system"
371,KR_AP,KR_KHP_DG10_50U55,Anzahl Auspendler,Hospital patients with respiratory diseases - 50 to under 55 years,Anzahl Berufsauspendler über Kreisgrenzen (Wohnort),Number of fully statinary treated patients in hospitals aged 50 to under 55 years and main diagnosis class (ICD 10) - J00-J99 Diseases of the respiratory system
372,KR_SP,KR_KHP_DG10_55U60,Pendlersaldo absolut,Hospital patients with respiratory diseases - 55 to under 60 years,Berufspendlersaldo,Number of fully statinary treated patients in hospitals aged 55 to under 60 years and main diagnosis class (ICD 10) - J00-J99 Diseases
